No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
1047,5319,2803,2516,1162,257,1,1966,1192,774,1490,1289,201,281,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,12,13,6,0,0,19,11,8,8,8,0,0,0
1668,8979,4857,4122,1964,476,0,3939,2347,1592,2531,2117,414,630,40
562,2750,1475,1275,410,13,0,2053,1168,885,592,561,31,22,1
40,207,110,97,29,0,0,143,89,54,58,53,5,0,0
46,182,103,79,32,0,0,124,76,48,59,53,6,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,7025,3717,3308,1599,297,2,3702,2168,1534,1409,1245,164,110,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,3006,1634,1372,564,28,0,1186,762,424,910,750,160,505,2
320,1749,961,788,411,182,68,704,459,245,572,408,164,142,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,34356,18359,15997,6036,4815,17,20792,12370,8422,9648,7997,1651,2295,262
62,286,169,117,44,0,0,186,119,67,92,70,22,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1036,548,488,219,0,0,683,390,293,260,222,38,69,17
361,1834,992,842,316,182,0,1168,698,470,477,410,67,12,25
295,1458,776,682,249,97,0,1013,569,444,351,327,24,9,0
213,1076,561,515,184,264,0,743,412,331,316,258,58,115,3
93,467,242,225,80,0,0,286,172,114,107,99,8,2,1
308,1741,955,786,275,925,6,1267,752,515,436,382,54,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,484,269,215,90,482,2,274,174,100,118,101,17,4,3
9,38,25,13,8,38,0,21,15,6,13,10,3,0,0
100,573,302,271,123,116,1,262,175,87,116,106,10,0,1
381,2269,1184,1085,487,0,0,1330,770,560,487,470,17,221,2
441,2441,1333,1108,388,490,3,1573,975,598,677,531,146,7,39
71,285,157,128,36,0,0,246,136,110,76,73,3,46,0
5,27,16,11,8,18,0,15,10,5,11,8,3,1,0
75,517,295,222,45,0,0,452,260,192,123,119,4,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,211,115,96,46,0,0,30,13,17,61,55,6,0,0
49,274,145,129,69,0,0,93,56,37,66,60,6,18,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,4,3,0,0,0,7,4,3,2,2,0,0,0
756,3981,2170,1811,689,432,0,2511,1471,1040,1099,904,195,241,25
713,3584,1940,1644,490,60,0,2623,1502,1121,869,798,71,42,13
269,1333,752,581,167,0,0,779,486,293,336,310,26,81,5
74,399,223,176,61,0,0,278,166,112,115,98,17,1,1
66,308,165,143,42,0,0,190,122,68,89,75,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2615,1398,1217,459,28,0,1641,998,643,658,618,40,72,13
19,84,45,39,4,0,0,75,43,32,27,26,1,1,1
71,351,188,163,45,0,0,262,156,106,100,95,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,381,195,186,52,0,0,272,165,107,84,70,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,499,261,238,60,99,0,389,218,171,124,117,7,0,1
433,2477,1319,1158,376,210,0,1629,948,681,558,504,54,6,1
33,191,104,87,22,0,0,127,78,49,61,59,2,0,3
88,521,264,257,91,0,0,325,177,148,112,103,9,0,0
112,665,334,331,95,0,0,492,260,232,135,124,11,1,0
83,587,200,387,82,243,1,471,155,316,89,85,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,505,284,221,69,0,0,346,207,139,150,139,11,0,0
44,283,159,124,40,0,0,199,114,85,65,58,7,0,0
117,661,336,325,129,6,0,348,186,162,216,150,66,0,5
48,290,152,138,66,0,0,154,87,67,46,43,3,0,3
123,756,415,341,130,0,0,270,164,106,181,163,18,0,1
256,1492,782,710,250,28,0,970,547,423,388,329,59,17,100
142,800,440,360,131,140,4,559,322,237,201,183,18,3,7
223,1255,678,577,145,290,0,935,540,395,365,288,77,13,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2202,1161,1041,431,279,1,1091,682,409,622,480,142,233,5
376,1897,1036,861,295,441,8,1369,820,549,649,458,191,300,22
248,1295,699,596,218,0,0,806,488,318,365,324,41,54,7
46,225,125,100,40,0,0,165,97,68,64,59,5,14,0
2567,12104,6455,5649,2414,1870,14,5491,3316,2175,3883,2971,912,919,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,3744,1996,1748,746,170,0,1278,833,445,1502,990,512,239,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20774,109359,58686,50673,19772,16103,837,57618,34935,22683,32032,25387,6645,7094,246
19847,104437,56090,48347,18949,15682,837,54286,33007,21279,30780,24234,6546,7070,235
927,4922,2596,2326,823,421,0,3332,1928,1404,1252,1153,99,24,11
3612,17788,9523,8265,3224,3311,16,9124,5595,3529,5671,4297,1374,1101,52
323,1817,971,846,316,838,3,1119,687,432,480,437,43,1,5
238,1279,699,580,187,64,0,937,545,392,375,318,57,80,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,229,122,107,62,229,0,65,35,30,100,55,45,99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2662,1377,1285,503,109,3,1279,718,561,948,625,323,304,13
8,36,19,17,9,20,0,16,11,5,11,7,4,1,0
46,260,131,129,46,0,0,159,89,70,62,62,0,2,5
17,113,58,55,27,0,0,40,19,21,25,24,1,2,0
252,1229,651,578,263,406,0,453,285,168,605,327,278,163,0
5950,32488,17574,14914,6754,4847,3,12381,7868,4513,9871,7433,2438,3654,27
1365,7147,3836,3311,1368,656,2,3556,2173,1383,1786,1646,140,349,2
84,418,231,187,75,246,0,287,170,117,116,107,9,73,2
455,2472,1346,1126,376,169,0,1671,1017,654,678,570,108,141,11
60,359,187,172,44,28,0,278,158,120,86,71,15,3,1
610,3120,1633,1487,610,35,0,1452,878,574,726,645,81,21,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,418,230,188,75,0,0,287,174,113,141,117,24,0,0
459,2538,1372,1166,427,185,0,1450,864,586,604,557,47,5,8
342,1706,879,827,311,170,0,1105,636,469,580,413,167,1,23
171,863,455,408,169,20,0,572,329,243,285,206,79,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1217,650,567,142,11,0,968,537,431,306,288,18,2,7
75,488,252,236,121,0,0,291,174,117,94,93,1,60,0
3237,16614,8977,7637,2399,2736,2,11016,6560,4456,4572,3826,746,678,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1598,862,736,235,593,0,1025,630,395,414,325,89,8,4
728,4055,2176,1879,604,365,0,2850,1684,1166,1305,953,352,275,0
102,587,314,273,77,279,0,347,204,143,152,135,17,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,907,470,437,188,71,808,414,261,153,220,203,17,20,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2029,1095,934,337,294,0,1144,706,438,567,494,73,13,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,4922,2596,2326,823,421,0,3332,1928,1404,1252,1153,99,24,11
19498,102896,54891,48005,17742,14502,99,60520,35933,24587,27345,23577,3768,3149,353
19498,102896,54891,48005,17742,14502,99,60520,35933,24587,27345,23577,3768,3149,353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,15716,8351,7365,2848,2423,39,8146,4918,3228,4846,3770,1076,1420,80
96,452,240,212,62,0,0,336,200,136,96,91,5,3,2
1372,7463,4091,3372,1098,3647,35,4428,2745,1683,1804,1571,233,111,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,3016,1581,1435,596,368,0,1774,1017,757,696,656,40,67,1
283,1525,832,693,213,0,0,1062,624,438,479,373,106,100,12
168,1071,576,495,179,0,0,646,394,252,244,235,9,57,28
98,533,284,249,80,0,0,396,222,174,156,151,5,0,0
283,1788,936,852,354,0,0,693,396,297,358,331,27,0,6
225,1318,668,650,252,0,0,783,444,339,281,257,24,25,0
114,712,354,358,104,0,0,431,234,197,162,149,13,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,319,179,140,35,0,0,262,155,107,69,61,8,0,0
4,25,13,12,4,0,0,19,9,10,5,4,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1022,556,466,169,81,0,666,409,257,241,217,24,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1310,705,605,230,459,6,888,525,363,329,294,35,30,1
427,2150,1111,1039,384,7,1,1324,772,552,538,489,49,19,7
244,1340,726,614,174,0,0,1034,598,436,433,334,99,13,3
22,104,50,54,16,22,0,77,39,38,29,20,9,0,0
44,238,125,113,38,16,0,161,90,71,67,60,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2633,1399,1234,545,37,0,1639,920,719,678,572,106,20,6
93,506,260,246,77,357,0,302,173,129,105,91,14,1,1
300,1558,819,739,206,96,0,1161,658,503,367,327,40,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2341,1235,1106,437,390,0,1449,815,634,547,498,49,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1536,848,688,245,574,7,1049,650,399,375,359,16,6,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1141,619,522,169,249,0,801,471,330,303,260,43,54,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,780,424,356,99,140,0,518,318,200,222,196,26,24,1
156,868,451,417,104,0,0,659,385,274,215,202,13,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,9029,4815,4214,1345,884,1,6256,3687,2569,2268,2022,246,187,17
973,5059,2684,2375,968,551,1,2695,1604,1091,1340,1215,125,20,25
606,3415,1854,1561,619,23,0,2141,1281,860,961,852,109,88,50
178,1023,529,494,197,190,0,562,331,231,247,231,16,2,2
115,489,259,230,83,20,0,287,172,115,151,122,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,774,420,354,101,113,0,555,325,230,260,212,48,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,387,199,188,94,0,0,236,138,98,110,87,23,0,0
272,1428,749,679,266,41,0,756,447,309,331,308,23,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,493,278,215,96,343,0,232,155,77,159,138,21,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1517,820,697,274,1,0,393,256,137,481,325,156,434,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,6845,3597,3248,1229,550,0,3618,2178,1440,1897,1603,294,154,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,239,123,116,51,0,0,12,9,3,59,53,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1976,1083,893,375,32,0,807,514,293,430,411,19,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,926,496,430,166,176,0,500,295,205,240,198,42,0,0
169,881,457,424,150,49,0,619,343,276,228,217,11,1,6
829,4144,2219,1925,701,306,1,2700,1582,1118,1323,1071,252,186,23
209,1020,548,472,204,573,3,623,367,256,242,224,18,0,1
1720,9317,5037,4280,1681,878,0,5156,3099,2057,2317,2176,141,46,11
502,2469,1291,1178,424,906,5,1668,969,699,656,544,112,6,1
26010,131753,70489,61264,24026,20139,6393,70685,43135,27550,41623,31000,10623,7798,1043
26010,131753,70489,61264,24026,20139,6393,70685,43135,27550,41623,31000,10623,7798,1043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,275,140,135,61,137,0,106,67,39,101,57,44,28,0
223,1214,644,570,248,122,0,606,396,210,374,275,99,218,0
86,329,168,161,78,297,0,23,21,2,183,100,83,40,0
542,2826,1522,1304,561,59,0,1378,879,499,983,681,302,241,30
16,78,44,34,24,0,0,26,15,11,26,22,4,14,0
108,535,282,253,119,376,0,245,156,89,150,114,36,67,2
106,487,253,234,87,17,0,264,168,96,127,117,10,25,5
487,2471,1307,1164,512,300,1,1408,872,536,866,646,220,151,34
170,903,501,402,151,229,3,398,266,132,222,203,19,3,0
334,1733,889,844,330,254,3,1074,624,450,427,385,42,91,47
686,3137,1676,1461,516,491,7,1804,1119,685,849,704,145,88,4
150,550,290,260,69,0,0,439,233,206,154,135,19,0,0
251,1168,614,554,259,626,1,424,257,167,455,283,172,4,0
503,2624,1369,1255,588,354,0,992,667,325,735,595,140,37,6
1240,6367,3408,2959,1026,1118,4,3801,2327,1474,1810,1500,310,224,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1080,584,496,182,0,0,663,407,256,300,264,36,132,14
200,932,487,445,164,244,0,436,267,169,221,198,23,179,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,3229,1756,1473,553,703,5,1972,1205,767,998,809,189,342,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,339,190,149,51,0,0,248,155,93,97,85,12,5,0
68,323,153,170,65,0,0,177,96,81,88,57,31,0,0
76,409,205,204,76,0,0,253,137,116,103,91,12,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,371,189,182,98,335,0,190,102,88,79,70,9,1,0
137,703,359,344,151,449,0,121,78,43,246,181,65,174,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,674,366,308,153,0,0,198,147,51,333,176,157,37,1
153,678,371,307,112,405,234,216,151,65,188,149,39,1,0
124,520,267,253,137,474,0,91,59,32,188,121,67,137,0
207,1030,523,507,262,1,0,258,179,79,532,290,242,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,4601,2425,2176,943,759,0,2315,1455,860,1091,926,165,122,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,91,50,41,16,55,0,10,7,3,24,23,1,0,0
5,25,14,11,3,18,7,10,7,3,8,7,1,0,0
8,38,19,19,7,0,0,11,5,6,8,8,0,0,0
30,145,78,67,40,0,0,9,7,2,75,39,36,0,0
22,100,56,44,36,83,0,7,7,0,43,21,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2513,1389,1124,383,277,0,1477,899,578,787,655,132,64,3
112,484,266,218,98,304,2,264,165,99,286,178,108,4,2
81,311,169,142,49,28,0,213,134,79,95,76,19,3,0
2409,11845,6403,5442,1831,1871,1,7927,4681,3246,3814,2811,1003,449,88
63,390,213,177,98,237,0,163,88,75,109,89,20,94,1
29,142,74,68,39,142,0,25,18,7,38,36,2,36,0
424,2190,1161,1029,461,696,1,745,471,274,588,537,51,469,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,40,21,19,8,40,0,9,6,3,23,13,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,347,186,161,66,2,0,200,126,74,163,85,78,13,2
88,483,256,227,92,80,150,213,151,62,241,123,118,2,3
66,293,154,139,63,293,0,100,65,35,136,72,64,0,0
233,1198,661,537,235,19,0,569,360,209,317,294,23,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,339,166,173,58,0,339,154,90,64,171,89,82,0,0
136,584,300,284,101,0,563,337,209,128,214,151,63,1,0
87,359,184,175,72,0,346,12,6,6,209,112,97,0,0
42,190,107,83,34,0,187,47,30,17,106,59,47,95,0
104,464,232,232,80,0,455,145,85,60,220,112,108,199,0
131,616,320,296,115,9,327,309,203,106,202,150,52,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,468,248,220,132,0,460,85,58,27,246,125,121,22,1
165,722,394,328,141,146,347,257,194,63,326,162,164,40,0
82,353,196,157,79,0,117,104,73,31,170,88,82,0,0
236,1023,555,468,181,192,128,476,261,215,456,248,208,80,1
1305,5989,3172,2817,1096,1526,2,2659,1575,1084,1930,1313,617,221,12
168,865,478,387,156,485,345,284,174,110,420,243,177,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,452,236,216,106,62,304,197,130,67,104,100,4,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,962,494,468,243,120,377,199,122,77,446,234,212,19,62
201,810,418,392,155,1,786,203,142,61,337,193,144,138,12
53,235,120,115,44,48,0,109,59,50,83,52,31,26,1
18,63,33,30,10,0,63,0,0,0,29,16,13,6,14
57,298,151,147,26,0,298,156,87,69,115,58,57,49,37
21,101,55,46,8,0,99,53,32,21,35,20,15,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,415,229,186,56,200,6,223,149,74,324,177,147,108,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1604,866,738,398,718,2,623,377,246,337,327,10,305,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1493,792,701,269,25,14,752,458,294,372,358,14,252,7
93,554,304,250,88,323,0,307,191,116,188,136,52,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1041,526,515,223,0,374,283,177,106,294,221,73,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1401,769,632,228,167,0,627,395,232,507,386,121,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1318,674,644,225,190,0,793,457,336,330,293,37,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,198,111,87,31,0,0,139,81,58,51,51,0,13,0
151,659,360,299,83,0,0,443,275,168,152,145,7,9,0
6,44,24,20,8,0,0,36,19,17,8,8,0,1,0
7,40,22,18,3,0,0,35,20,15,8,7,1,0,0
87,475,261,214,84,0,0,338,201,137,93,91,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,12,10,2,0,0,18,10,8,4,4,0,0,0
5,45,23,22,11,0,0,29,15,14,7,6,1,1,0
6,28,16,12,6,0,0,18,12,6,14,9,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3054,1600,1454,634,533,0,1584,976,608,857,706,151,76,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,6534,3490,3044,1052,468,1,4120,2445,1675,1496,1284,212,72,7
54,266,151,115,21,0,0,222,131,91,77,67,10,4,3
471,2460,1354,1106,442,542,0,1428,907,521,645,560,85,63,8
868,4690,2574,2116,780,40,1,3035,1886,1149,1231,1115,116,214,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,707,386,321,155,0,0,364,248,116,159,146,13,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,81,36,45,23,0,0,36,18,18,17,16,1,1,0
450,2366,1242,1124,453,289,2,1375,838,537,519,489,30,268,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
